account_id,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment
ACC-01445,58,SP,1877.33,589,236.34,Varejo
ACC-01446,55,GO,7502.29,2867,1015.16,Varejo
ACC-01447,29,SP,2104.75,4434,307.27,Digital
ACC-01448,60,PE,5415.96,4713,639.06,Varejo
ACC-01449,43,PR,1613.52,1517,71.29,Empresarial
ACC-01450,77,MG,907.79,3136,35.73,Varejo
ACC-01451,60,RS,2514.09,1663,192.09,Varejo
ACC-01452,69,SP,4213.54,4014,479.11,Digital
ACC-01453,63,BA,7311.33,2709,412.17,Digital
ACC-01454,55,RJ,6065.98,4632,707.17,Varejo
ACC-01455,43,RJ,4460.38,2534,437.67,Varejo
ACC-01456,50,BA,719.39,1074,74.3,Varejo
ACC-01457,44,RJ,4948.55,2469,531.14,Digital
ACC-01458,28,RS,1389.17,3780,194.77,Varejo
ACC-01459,54,DF,2304.73,295,368.4,Digital
ACC-01460,54,MG,11549.15,3032,416.0,Alta renda
ACC-01461,29,SP,6945.15,3054,996.65,Varejo
ACC-01462,19,SP,1803.16,4480,283.45,Varejo
ACC-01463,27,SC,2901.57,2148,173.94,Digital
ACC-01464,38,PR,6054.34,4393,212.59,Varejo
ACC-01465,27,SP,3306.36,3490,173.39,Varejo
ACC-01466,23,RJ,3163.94,4474,238.22,Varejo
ACC-01467,26,SP,1758.82,1984,192.78,Digital
ACC-01468,77,RJ,5160.19,47,498.74,Varejo
ACC-01469,58,RJ,5626.66,162,297.03,Varejo
ACC-01470,63,GO,2174.29,846,77.69,Varejo
ACC-01471,39,SP,979.74,3918,35.0,Alta renda
ACC-01472,33,RJ,11778.44,3803,1417.66,Digital
ACC-01473,27,SP,2318.18,4596,215.23,Varejo
ACC-01474,67,MG,4789.48,456,302.74,Varejo
ACC-01475,35,GO,2101.23,4330,196.52,Varejo
ACC-01476,41,RJ,2257.53,4140,115.4,Varejo
ACC-01477,37,SP,6806.15,4306,790.99,Digital
ACC-01478,38,PR,2982.34,117,221.18,Varejo
ACC-01479,70,SP,6041.53,4206,592.46,Digital
ACC-01480,56,SP,6136.37,2434,420.73,Varejo
ACC-01481,69,SP,2628.99,4326,332.82,Alta renda
ACC-01482,32,SP,4439.18,4040,657.56,Alta renda
ACC-01483,46,SP,6062.89,4326,490.22,Empresarial
ACC-01484,21,GO,8216.51,4383,1014.26,Varejo
ACC-01485,64,RJ,3091.06,1171,216.27,Digital
ACC-01486,48,SC,3701.42,1995,198.65,Digital
ACC-01487,54,RJ,2002.26,4520,81.33,Varejo
ACC-01488,70,RJ,6113.29,4925,705.91,Alta renda
ACC-01489,20,PR,3934.27,2373,573.36,Digital
ACC-01490,32,MG,1554.22,3011,104.24,Empresarial
ACC-01491,65,SP,2941.48,2179,251.14,Alta renda
ACC-01492,45,PR,3427.0,4658,310.73,Digital
ACC-01493,22,SP,2521.76,2197,144.44,Alta renda
ACC-01494,21,SP,2318.19,1885,331.25,Varejo
ACC-01495,65,PE,1282.44,1599,139.11,Varejo
ACC-01496,76,RJ,3942.05,2012,504.71,Digital
ACC-01497,31,PE,2811.81,4438,287.57,Varejo
ACC-01498,25,SP,6705.06,1520,703.01,Empresarial
ACC-01499,59,SC,3463.85,4768,416.14,Alta renda
ACC-01500,62,RJ,6378.25,3458,989.1,Varejo
ACC-01501,28,DF,1711.5,2469,228.08,Varejo
ACC-01502,39,GO,4736.25,474,545.63,Digital
ACC-01503,63,SP,5942.15,3524,783.48,Empresarial
ACC-01504,23,SP,6005.13,2119,518.7,Digital
ACC-01505,35,MG,3108.22,1766,465.28,Varejo
ACC-01506,72,SP,2095.23,4219,110.52,Empresarial
ACC-01507,25,RJ,10965.78,1748,1113.51,Varejo
ACC-01508,24,MG,3286.16,1430,487.38,Alta renda
ACC-01509,64,MG,1723.26,2598,68.42,Digital
ACC-01510,21,RJ,3258.09,2080,174.51,Digital
ACC-01511,33,RJ,4626.12,2666,395.33,Alta renda
ACC-01512,40,SP,2360.13,2054,348.21,Empresarial
ACC-01513,77,PE,4889.11,402,374.84,Digital
ACC-01514,27,DF,6703.61,623,569.97,Empresarial
ACC-01515,45,RJ,3649.83,3948,141.07,Varejo
ACC-01516,60,PR,7231.44,1220,1133.44,Empresarial
ACC-01517,26,MG,3486.85,767,450.34,Varejo
ACC-01518,72,MG,2776.88,4892,301.42,Varejo
ACC-01519,68,MG,10496.41,540,1199.39,Empresarial
ACC-01520,28,SP,5664.75,1835,629.32,Varejo
ACC-01521,65,SP,4046.53,2869,550.85,Varejo
ACC-01522,64,MG,1177.4,885,100.51,Digital
ACC-01523,65,SP,1543.6,4121,230.53,Varejo
ACC-01524,48,SP,1281.72,879,74.89,Digital
ACC-01525,57,SP,3667.72,3964,192.74,Empresarial
ACC-01526,24,PR,3697.14,3178,516.79,Digital
ACC-01527,55,PR,4926.17,1533,369.2,Empresarial
ACC-01528,44,MG,7360.92,2145,480.09,Empresarial
ACC-01529,50,GO,1403.48,1224,61.5,Varejo
ACC-01530,51,RJ,1576.8,197,215.31,Varejo
ACC-01531,29,RS,2082.42,98,289.43,Empresarial
ACC-01532,34,SP,5062.18,3367,592.29,Varejo
ACC-01533,32,SC,4542.18,3582,613.22,Empresarial
ACC-01534,25,BA,1922.4,3139,270.09,Varejo
ACC-01535,29,SP,2389.84,4621,72.33,Varejo
ACC-01536,52,PE,4815.43,4608,479.73,Alta renda
ACC-01537,33,GO,3935.17,3516,520.47,Alta renda
ACC-01538,68,BA,7266.09,1663,1020.08,Varejo
ACC-01539,22,RJ,2224.5,91,252.74,Varejo
ACC-01540,39,SP,3442.82,3431,267.01,Varejo
ACC-01541,70,RJ,1980.99,2834,242.21,Digital
ACC-01542,21,MG,7922.21,268,957.86,Alta renda
ACC-01543,55,SP,7308.29,2037,352.65,Digital
ACC-01544,54,SP,5158.98,2779,304.78,Digital
ACC-01545,69,SP,7077.07,1749,608.21,Varejo
ACC-01546,74,SP,9197.91,4228,1344.6,Varejo
ACC-01547,33,SP,9679.94,1048,698.85,Empresarial
ACC-01548,76,SP,11341.57,668,980.67,Varejo
ACC-01549,20,SP,2382.61,2028,264.15,Varejo
ACC-01550,68,SP,2264.17,4855,266.68,Digital
ACC-01551,38,SP,8728.92,134,558.6,Alta renda
ACC-01552,24,DF,2890.65,2550,101.03,Varejo
ACC-01553,49,GO,1213.79,1270,172.99,Alta renda
ACC-01554,47,PR,2838.53,651,94.11,Varejo
ACC-01555,29,SP,7380.02,2826,1129.79,Varejo
ACC-01556,48,PR,2821.8,2785,188.33,Varejo
ACC-01557,74,RS,6256.43,2195,405.63,Varejo
ACC-01558,26,PR,4651.2,1174,339.75,Alta renda
ACC-01559,45,SC,1598.19,1628,53.41,Alta renda
ACC-01560,22,RJ,5117.3,3481,628.92,Alta renda
ACC-01561,35,RS,3845.82,3487,436.53,Varejo
ACC-01562,55,MG,2677.81,1212,125.74,Varejo
ACC-01563,24,RJ,1512.05,2916,69.08,Alta renda
ACC-01564,21,PR,10783.76,4822,1272.91,Alta renda
ACC-01565,63,SP,2115.8,287,319.03,Alta renda
ACC-01566,71,BA,1019.21,3880,72.11,Empresarial
ACC-01567,40,RS,6561.85,3816,870.82,Alta renda
ACC-01568,46,MG,2860.68,4295,276.4,Varejo
ACC-01569,70,RJ,8241.49,1653,303.6,Alta renda
ACC-01570,24,SP,3569.92,2798,98.45,Digital
ACC-01571,60,DF,3783.85,1921,491.97,Alta renda
ACC-01572,40,RJ,5589.32,4582,774.38,Alta renda
ACC-01573,66,SP,4120.92,404,395.4,Digital
ACC-01574,57,MG,4109.86,686,421.55,Alta renda
ACC-01575,18,MG,7710.42,857,686.46,Digital
ACC-01576,31,SP,2126.15,1144,114.83,Alta renda
ACC-01577,73,RJ,5481.38,439,607.24,Varejo
ACC-01578,31,PE,4605.67,1407,351.42,Varejo
ACC-01579,69,RS,1349.84,2157,66.02,Varejo
ACC-01580,39,GO,7851.0,3454,596.34,Varejo
ACC-01581,47,MG,6297.6,2867,668.79,Digital
ACC-01582,28,PR,10374.33,1159,303.84,Varejo
ACC-01583,30,RJ,2883.25,2877,446.48,Empresarial
ACC-01584,19,BA,1875.41,2006,154.64,Empresarial
ACC-01585,68,RJ,28063.45,4657,2549.02,Digital
ACC-01586,76,GO,1977.33,3185,179.52,Alta renda
ACC-01587,41,RS,2287.09,1928,124.15,Varejo
ACC-01588,58,SP,5484.74,502,493.89,Varejo
ACC-01589,74,SP,2889.43,2737,222.91,Alta renda
ACC-01590,68,SP,5001.06,1595,345.54,Alta renda
ACC-01591,49,MG,1618.32,4196,176.75,Empresarial
ACC-01592,57,PR,1270.35,2931,139.82,Alta renda
ACC-01593,63,SP,2681.86,3389,236.45,Varejo
ACC-01594,32,PE,5927.96,3448,836.34,Empresarial
ACC-01595,56,SP,3746.46,3343,360.71,Varejo
ACC-01596,56,RS,8318.06,697,1104.57,Empresarial
ACC-01597,38,SP,3227.28,1368,312.29,Varejo
ACC-01598,47,SP,4325.21,3456,372.37,Varejo
ACC-01599,62,SP,2122.79,1337,278.55,Varejo
ACC-01600,32,SP,1482.35,2440,146.23,Varejo
ACC-01601,62,PE,1740.8,1367,263.11,Varejo
ACC-01602,43,PR,2284.51,3962,282.1,Varejo
ACC-01603,62,DF,13699.63,755,1957.04,Varejo
ACC-01604,41,RS,1660.48,3202,193.31,Alta renda
ACC-01605,27,RJ,2159.16,2526,251.09,Digital
ACC-01606,77,RJ,9315.07,3670,723.77,Varejo
ACC-01607,28,MG,2483.85,4696,333.39,Digital
ACC-01608,69,DF,5608.41,351,817.38,Varejo
ACC-01609,34,PR,871.7,4677,60.33,Varejo
ACC-01610,32,BA,2036.29,3231,82.23,Empresarial
ACC-01611,36,RJ,5333.6,4518,149.07,Digital
ACC-01612,19,PR,1269.47,956,59.91,Digital
ACC-01613,55,SP,4296.06,4832,317.85,Digital
ACC-01614,54,RJ,3910.61,3810,170.58,Digital
ACC-01615,32,SP,2653.29,4742,169.42,Varejo
ACC-01616,19,RJ,3198.04,571,350.08,Varejo
ACC-01617,24,RJ,6040.07,4473,249.76,Varejo
ACC-01618,73,RJ,3693.1,3429,355.21,Digital
ACC-01619,23,SP,7235.76,985,1031.75,Digital
ACC-01620,77,MG,6340.84,4923,299.18,Alta renda
ACC-01621,65,MG,10371.51,2388,274.03,Digital
ACC-01622,45,SC,2900.02,619,337.65,Varejo
ACC-01623,67,MG,4261.29,312,126.39,Alta renda
ACC-01624,25,RS,1924.22,111,231.07,Varejo
ACC-01625,77,BA,5705.73,3740,629.05,Digital
ACC-01626,57,SP,2404.53,3673,80.0,Digital
ACC-01627,40,RS,5694.6,4899,684.46,Varejo
ACC-01628,70,MG,3184.39,808,392.8,Digital
ACC-01629,23,RS,3414.56,113,323.55,Digital
ACC-01630,53,RJ,4428.34,1769,706.77,Varejo
ACC-01631,50,SP,2356.25,1058,120.05,Varejo
ACC-01632,66,RJ,2470.48,1534,333.83,Digital
ACC-01633,22,SP,2544.72,825,287.28,Varejo
ACC-01634,63,SP,2682.0,41,88.08,Digital
ACC-01635,18,SP,5703.33,1523,763.69,Digital
ACC-01636,25,SP,2957.75,4135,297.36,Varejo
ACC-01637,59,DF,2620.39,500,154.79,Varejo
ACC-01638,53,SP,6477.51,4092,982.03,Digital
ACC-01639,25,RJ,5949.14,3819,661.64,Varejo
ACC-01640,38,SP,3428.47,3240,271.86,Empresarial
ACC-01641,30,MG,18776.74,2001,2478.22,Varejo
ACC-01642,75,MG,1922.92,1389,190.89,Digital
ACC-01643,51,RJ,10768.44,1174,1284.94,Varejo
ACC-01644,63,SP,4485.19,4355,657.42,Alta renda
ACC-01645,23,SP,7279.02,3546,1096.76,Digital
ACC-01646,24,RS,3117.25,2111,136.31,Digital
ACC-01647,73,SP,8086.09,3787,841.34,Digital
ACC-01648,37,PR,1997.57,2029,154.19,Alta renda
ACC-01649,33,SP,6359.04,1458,555.64,Digital
ACC-01650,44,RJ,4483.81,4047,138.71,Varejo
ACC-01651,34,SP,6801.77,4628,290.51,Varejo
ACC-01652,76,GO,2767.19,1519,378.82,Varejo
ACC-01653,40,BA,4985.42,1766,648.65,Empresarial
ACC-01654,62,SP,2278.91,2403,107.27,Digital
ACC-01655,73,PR,3003.25,4516,362.06,Varejo
ACC-01656,67,SP,3227.27,4717,298.65,Varejo
ACC-01657,46,RJ,2558.25,2783,374.18,Varejo
ACC-01658,28,SP,2756.78,997,214.66,Alta renda
ACC-01659,23,RJ,1713.78,1949,114.08,Varejo
ACC-01660,52,SP,3495.72,33,99.78,Digital
ACC-01661,30,SP,9717.85,2322,565.92,Empresarial
ACC-01662,61,PR,23960.78,4054,626.12,Varejo
ACC-01663,60,RJ,2202.89,2331,196.49,Varejo
ACC-01664,35,MG,2320.35,517,151.56,Varejo
ACC-01665,38,GO,4717.42,218,382.85,Digital
ACC-01666,74,SP,5252.87,923,253.62,Varejo
ACC-01667,26,SP,1641.76,857,158.35,Digital
ACC-01668,32,RJ,851.12,1476,95.59,Varejo
ACC-01669,64,SP,4496.56,4042,326.62,Varejo
ACC-01670,69,RJ,9045.68,346,539.17,Digital
ACC-01671,74,SP,9563.73,4966,1138.74,Empresarial
ACC-01672,65,SC,3782.33,2783,507.89,Varejo
ACC-01673,52,SP,9382.42,4397,721.81,Digital
ACC-01674,74,SP,3408.03,4368,410.97,Digital
ACC-01675,19,SP,1536.17,1491,235.85,Varejo
ACC-01676,66,PR,3488.15,1241,394.4,Digital
ACC-01677,31,SC,7449.63,3137,1017.88,Alta renda
ACC-01678,57,PR,4140.61,2281,654.88,Varejo
ACC-01679,59,SP,2634.64,1009,243.2,Varejo
ACC-01680,55,SP,3941.53,4952,617.59,Empresarial
ACC-01681,48,SP,4735.07,203,221.04,Varejo
ACC-01682,29,SP,4165.09,4891,418.32,Empresarial
ACC-01683,72,SP,4635.39,1386,415.23,Empresarial
ACC-01684,23,BA,4865.93,549,446.26,Digital
ACC-01685,20,RJ,7620.5,2078,217.12,Varejo
ACC-01686,42,SP,4150.59,3591,654.05,Alta renda
ACC-01687,63,SP,3451.04,1127,146.06,Digital
ACC-01688,42,MG,4808.52,4488,192.17,Empresarial
ACC-01689,75,DF,5592.98,1558,740.94,Alta renda
ACC-01690,37,PE,1229.18,3064,169.97,Alta renda
ACC-01691,52,SP,8025.24,2698,627.66,Digital
ACC-01692,43,PR,11471.67,4644,1199.49,Varejo
ACC-01693,25,BA,3875.87,2952,514.56,Digital
ACC-01694,39,SC,5681.01,4894,855.55,Empresarial
ACC-01695,75,SP,2359.8,4396,106.67,Varejo
ACC-01696,28,DF,5903.76,4467,717.55,Varejo
ACC-01697,25,SP,2194.95,739,200.97,Digital
ACC-01698,59,DF,4288.7,4553,642.63,Varejo
ACC-01699,50,RJ,5544.04,1884,534.17,Varejo
ACC-01700,33,RJ,2288.55,3725,78.22,Alta renda
ACC-01701,63,RS,1857.86,2665,289.73,Varejo
ACC-01702,45,PR,3048.65,1927,464.81,Varejo
ACC-01703,44,PE,2644.6,394,101.42,Empresarial
ACC-01704,66,GO,3092.17,437,155.63,Varejo
ACC-01705,76,SP,1867.5,957,69.83,Varejo
ACC-01706,24,SP,7709.92,2712,699.99,Varejo
ACC-01707,23,BA,3199.16,932,133.19,Varejo
ACC-01708,70,SP,5079.57,2556,712.17,Alta renda
ACC-01709,31,SP,1325.41,2772,98.12,Alta renda
ACC-01710,75,BA,2603.27,1124,296.63,Varejo
ACC-01711,23,PE,10750.53,3586,1099.17,Alta renda
ACC-01712,52,SP,2156.04,3736,328.95,Digital
ACC-01713,58,BA,4586.27,2134,639.55,Digital
ACC-01714,50,MG,14820.02,4620,1930.7,Varejo
ACC-01715,32,BA,3806.55,2220,102.92,Digital
ACC-01716,36,SP,10133.84,2438,818.87,Alta renda
ACC-01717,67,SP,2128.84,2013,243.65,Varejo
ACC-01718,19,BA,2792.47,4391,235.08,Digital
ACC-01719,22,RJ,3664.08,4246,144.06,Varejo
ACC-01720,56,SP,2680.78,3218,138.54,Digital
ACC-01721,39,SC,4758.6,2901,538.74,Alta renda
ACC-01722,18,PE,1201.12,4982,35.0,Varejo
ACC-01723,60,SC,1911.23,2803,181.26,Digital
ACC-01724,76,SP,8910.41,3042,697.83,Alta renda
ACC-01725,27,MG,4114.15,4601,161.25,Empresarial
ACC-01726,24,RS,5222.99,4139,685.33,Empresarial
ACC-01727,77,SP,11349.85,4620,1281.34,Alta renda
ACC-01728,64,GO,1223.39,1723,181.15,Alta renda
ACC-01729,23,SP,546.52,1859,66.32,Alta renda
ACC-01730,18,PR,12015.94,690,1678.26,Varejo
ACC-01731,22,RJ,1559.37,3196,197.71,Digital
ACC-01732,73,DF,3998.56,1952,262.73,Varejo
ACC-01733,29,MG,1317.44,970,143.3,Varejo
ACC-01734,18,BA,719.35,3412,92.12,Varejo
ACC-01735,41,SP,3597.24,224,415.53,Varejo
ACC-01736,43,MG,5114.19,2246,217.04,Varejo
ACC-01737,27,SP,2209.35,1721,270.69,Digital
ACC-01738,23,PR,724.24,3250,114.29,Varejo
ACC-01739,52,RJ,4601.87,1634,412.24,Varejo
ACC-01740,46,RJ,12943.82,2532,1542.16,Digital
ACC-01741,73,RJ,1223.37,4460,61.98,Varejo
ACC-01742,65,MG,6184.52,4965,386.17,Digital
ACC-01743,56,SC,4504.9,4605,614.0,Varejo
ACC-01744,35,SC,1130.14,751,72.08,Varejo
ACC-01745,52,SP,7253.35,2558,629.95,Empresarial
ACC-01746,34,GO,4241.91,691,180.71,Alta renda
ACC-01747,46,GO,3433.73,557,356.18,Varejo
ACC-01748,48,PR,8634.12,428,830.73,Varejo
ACC-01749,60,DF,3846.47,4169,418.87,Varejo
ACC-01750,65,SP,8653.08,1989,588.56,Varejo
ACC-01751,56,DF,20692.99,42,1885.68,Varejo
ACC-01752,58,RJ,4342.74,3690,175.02,Empresarial
ACC-01753,72,SP,5033.59,4035,719.39,Varejo
ACC-01754,63,RJ,2611.65,3944,221.79,Varejo
ACC-01755,38,BA,10289.01,4459,449.61,Alta renda
ACC-01756,64,PR,1710.07,2556,184.96,Varejo
ACC-01757,66,DF,2728.54,3924,353.1,Alta renda
ACC-01758,67,MG,3673.63,941,352.39,Varejo
ACC-01759,41,RS,3398.93,2520,452.16,Empresarial
ACC-01760,50,BA,2407.39,319,98.7,Varejo
ACC-01761,22,RS,6769.44,3834,1031.08,Empresarial
ACC-01762,51,SP,3127.79,1802,133.75,Varejo
ACC-01763,57,MG,944.85,823,85.07,Varejo
ACC-01764,59,GO,8136.87,2742,986.27,Varejo
ACC-01765,49,RJ,11788.64,3435,1187.78,Empresarial
ACC-01766,53,SP,2662.79,951,210.65,Alta renda
ACC-01767,37,SP,9251.84,2948,1342.94,Varejo
ACC-01768,38,SP,2705.99,2190,114.43,Empresarial
ACC-01769,23,SP,2006.12,3210,252.99,Empresarial
ACC-01770,37,SP,2102.2,2136,102.07,Varejo
ACC-01771,49,MG,11094.52,4535,435.07,Varejo
ACC-01772,18,RS,9310.81,3033,441.75,Digital
ACC-01773,74,RJ,6014.36,481,709.55,Varejo
ACC-01774,74,RS,1983.04,3334,62.37,Empresarial
ACC-01775,33,BA,6436.38,317,669.46,Varejo
ACC-01776,48,SP,1889.46,2312,215.1,Varejo
ACC-01777,37,PR,5747.33,4520,593.93,Empresarial
ACC-01778,22,SP,2684.86,1465,174.31,Digital
ACC-01779,52,RJ,2643.33,2195,127.47,Empresarial
ACC-01780,72,SC,2724.79,2108,212.06,Varejo
ACC-01781,39,RJ,994.76,4462,156.59,Varejo
ACC-01782,58,SP,1222.74,2857,73.28,Varejo
ACC-01783,29,RJ,3471.84,4392,371.99,Digital
ACC-01784,76,GO,1903.58,2016,88.08,Empresarial
ACC-01785,60,PR,6531.53,199,252.99,Varejo
ACC-01786,27,PR,8213.79,3461,719.4,Empresarial
ACC-01787,56,BA,1388.74,416,150.0,Varejo
ACC-01788,41,RS,1436.62,2168,91.09,Varejo
ACC-01789,70,RS,3427.23,2002,511.18,Varejo
ACC-01790,32,PR,13544.79,1205,2020.27,Empresarial
ACC-01791,65,SP,2290.6,467,84.65,Varejo
ACC-01792,39,BA,5276.14,3040,711.62,Varejo
ACC-01793,64,SP,1302.23,3302,59.12,Varejo
ACC-01794,30,BA,2108.14,2044,158.65,Alta renda
ACC-01795,20,SP,5201.08,4479,640.36,Digital
ACC-01796,27,RJ,3238.98,4850,254.38,Varejo
ACC-01797,28,SP,5240.55,4971,656.05,Varejo
ACC-01798,55,SC,4101.75,237,434.77,Digital
ACC-01799,42,PR,3746.1,4500,541.51,Empresarial
ACC-01800,23,PE,3692.1,68,148.53,Varejo
ACC-01801,61,SP,9205.45,2130,1374.89,Digital
ACC-01802,38,MG,3615.29,2945,491.94,Varejo
ACC-01803,76,SP,6596.19,1671,767.32,Varejo
ACC-01804,44,RJ,3167.71,2512,403.27,Varejo
ACC-01805,75,MG,3994.14,3239,447.78,Alta renda
ACC-01806,76,DF,1871.86,1612,48.41,Alta renda
ACC-01807,54,SP,960.53,4552,49.15,Varejo
ACC-01808,52,SP,2847.11,1692,257.24,Varejo
ACC-01809,45,SP,3991.98,2824,215.47,Alta renda
ACC-01810,35,SP,2743.58,509,193.88,Alta renda
ACC-01811,37,SP,5320.64,3670,212.74,Empresarial
ACC-01812,35,SP,2221.75,2020,219.32,Varejo
ACC-01813,77,DF,1508.67,4383,124.25,Varejo
ACC-01814,67,SP,1430.15,2192,174.47,Empresarial
ACC-01815,25,SP,5701.76,1099,276.56,Empresarial
ACC-01816,64,MG,2172.03,3457,100.14,Empresarial
ACC-01817,55,PE,3731.42,716,151.9,Varejo
ACC-01818,51,RJ,1479.65,4989,216.73,Varejo
ACC-01819,36,PE,2104.42,3700,252.25,Empresarial
ACC-01820,57,MG,3636.04,458,521.05,Digital
ACC-01821,52,SP,7418.71,4173,360.4,Varejo
ACC-01822,49,BA,1834.15,1464,119.1,Varejo
ACC-01823,43,SP,1426.69,4991,179.36,Alta renda
ACC-01824,77,SP,3628.47,316,227.52,Varejo
ACC-01825,64,RJ,4036.46,2887,284.98,Empresarial
ACC-01826,77,SP,2752.24,2190,222.74,Varejo
ACC-01827,27,SP,8052.6,1204,718.42,Digital
ACC-01828,70,SP,1192.07,4960,52.27,Varejo
ACC-01829,18,SP,2131.4,4670,323.79,Digital
ACC-01830,55,SP,3639.73,795,388.85,Varejo
ACC-01831,61,MG,2057.07,4117,301.09,Varejo
ACC-01832,24,PR,4521.3,4327,481.0,Varejo
ACC-01833,53,PE,3644.92,4362,161.04,Digital
ACC-01834,54,SP,3089.24,2787,486.33,Varejo
ACC-01835,41,SP,17410.22,3894,2192.64,Varejo
ACC-01836,60,RJ,1906.4,798,267.71,Varejo
ACC-01837,27,GO,3061.92,2957,358.06,Varejo
ACC-01838,41,SP,4991.89,1788,139.67,Varejo
ACC-01839,31,MG,2226.86,984,342.94,Varejo
ACC-01840,58,SP,3966.07,648,129.21,Varejo
ACC-01841,72,DF,6329.66,4859,207.35,Digital
ACC-01842,20,PR,4180.75,2547,307.9,Varejo
ACC-01843,42,MG,5886.0,4874,418.59,Varejo
ACC-01844,40,RJ,2846.11,1912,274.46,Digital
ACC-01845,49,PE,3065.08,2734,329.69,Digital
ACC-01846,20,DF,12682.27,4429,1725.79,Digital
ACC-01847,25,RS,4945.26,1937,780.06,Digital
ACC-01848,50,MG,6815.5,2759,893.56,Varejo
ACC-01849,18,GO,2378.77,4671,354.47,Varejo
ACC-01850,29,DF,3156.11,1645,484.82,Digital
ACC-01851,77,SP,7756.7,3193,853.63,Alta renda
ACC-01852,25,PE,3865.02,735,248.95,Varejo
ACC-01853,18,SC,1623.47,2891,75.81,Varejo
ACC-01854,66,SC,2029.57,699,71.79,Empresarial
ACC-01855,59,MG,3486.76,356,392.84,Digital
ACC-01856,66,DF,10110.41,2078,1512.21,Varejo
ACC-01857,52,PR,5159.35,493,621.55,Varejo
ACC-01858,66,MG,2221.97,1568,229.48,Alta renda
ACC-01859,41,BA,3609.4,3520,526.14,Varejo
ACC-01860,54,SP,3809.86,3927,440.19,Alta renda
ACC-01861,63,RJ,1231.56,4435,110.41,Varejo
ACC-01862,36,SC,3579.02,4035,488.25,Digital
ACC-01863,53,SP,2913.42,80,377.46,Digital
ACC-01864,19,SP,3317.69,1260,498.52,Varejo
ACC-01865,40,MG,2045.53,4367,274.46,Digital
ACC-01866,32,SC,4671.62,4203,321.28,Empresarial
ACC-01867,77,RS,2799.39,849,426.79,Empresarial
ACC-01868,74,BA,2215.68,265,205.02,Varejo
ACC-01869,73,DF,12219.88,3827,355.35,Varejo
ACC-01870,44,PR,2872.46,552,347.44,Digital
ACC-01871,52,PR,1508.08,3961,129.01,Alta renda
ACC-01872,58,SP,8103.06,1827,747.96,Varejo
ACC-01873,33,PE,9174.97,3943,1205.45,Empresarial
ACC-01874,54,SP,1956.48,527,200.34,Digital
ACC-01875,72,RS,2763.77,4002,207.68,Alta renda
ACC-01876,67,SP,3258.8,3796,163.35,Empresarial
ACC-01877,45,MG,2816.27,2293,312.28,Empresarial
ACC-01878,55,BA,1486.22,4034,157.54,Varejo
ACC-01879,60,GO,1811.31,1851,50.24,Empresarial
ACC-01880,59,SP,14670.47,4888,1036.56,Varejo
ACC-01881,61,SC,2455.98,1795,321.34,Varejo
ACC-01882,47,SP,2581.76,3447,381.68,Digital
ACC-01883,35,BA,6029.07,165,704.79,Varejo
ACC-01884,19,GO,2667.37,784,349.63,Empresarial
ACC-01885,46,PE,2356.35,3262,203.22,Digital
ACC-01886,54,RS,1843.57,4629,102.66,Empresarial
ACC-01887,38,MG,5143.53,3033,403.08,Empresarial
ACC-01888,55,SP,4153.42,3578,300.16,Varejo
ACC-01889,18,SP,7534.18,552,919.34,Varejo
ACC-01890,70,SP,2755.66,3408,255.57,Varejo
ACC-01891,68,SP,8476.89,1041,997.68,Varejo
ACC-01892,58,MG,4013.65,1511,514.9,Digital
ACC-01893,37,SC,2575.9,1721,212.27,Varejo
ACC-01894,50,RS,4896.38,1545,195.74,Varejo
ACC-01895,45,BA,4559.19,1658,628.52,Varejo
ACC-01896,52,RS,4353.35,2992,616.74,Varejo
ACC-01897,75,SC,2228.87,4457,144.95,Digital
ACC-01898,48,PR,3409.78,4070,276.98,Alta renda
ACC-01899,62,SP,3204.9,986,333.98,Alta renda
ACC-01900,64,RS,5858.93,2307,191.88,Alta renda
ACC-01901,21,DF,8389.52,3705,574.26,Varejo
ACC-01902,60,PE,6252.48,1305,883.03,Alta renda
ACC-01903,20,SP,5919.39,1962,500.01,Alta renda
ACC-01904,53,PR,7468.38,1777,914.18,Varejo
ACC-01905,47,SP,8121.07,2494,446.52,Varejo
ACC-01906,41,SP,2831.42,1294,450.24,Varejo
ACC-01907,27,MG,1709.69,882,239.36,Empresarial
ACC-01908,63,DF,4048.12,4360,429.01,Empresarial
ACC-01909,20,GO,9731.39,3177,1460.31,Empresarial
ACC-01910,49,SP,1615.28,4835,241.42,Empresarial
ACC-01911,71,PE,1958.11,2181,217.52,Varejo
ACC-01912,32,GO,3799.79,2309,493.85,Varejo
ACC-01913,60,BA,2547.33,3691,364.15,Varejo
ACC-01914,38,SP,6964.67,2696,916.31,Digital
ACC-01915,18,PR,3844.42,1871,487.09,Varejo
ACC-01916,22,PR,6315.75,1095,597.57,Digital
ACC-01917,56,MG,4440.01,1581,485.78,Varejo
ACC-01918,25,SP,4759.33,2842,413.39,Varejo
ACC-01919,68,SP,1700.7,1710,136.45,Empresarial
ACC-01920,71,BA,2402.98,2823,214.27,Digital
ACC-01921,50,SP,1020.1,3421,57.33,Digital
ACC-01922,64,SP,2216.5,549,65.67,Varejo
ACC-01923,28,SP,2562.09,2506,250.86,Varejo
ACC-01924,31,RS,4570.56,4578,487.02,Digital
